self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.02,34,0.999173895,0.8261,0.789969767,0.8884,0.836298597,0.2362,,,,,,,,,
0.05,54,0.992565056,0.8405,0.85970843,0.8138,0.836124525,0.1328,,,,,,,,,
0.13,8,0.994630318,0.8363,0.837176659,0.835,0.836086913,0.1624,,,,,,,,,
0.01,63,0.99669558,0.8329,0.821022179,0.8514,0.835935199,0.1856,,,,,,,,,
0.07,42,0.968608013,0.8484,0.910849057,0.7724,0.835930736,0.0756,,,,,,,,,
0.03,69,0.915324246,0.8427,0.873555701,0.8014,0.835923647,0.116,,,,,,,,,
0.04,66,0.950433705,0.8483,0.910440726,0.7726,0.835875798,0.076,,,,,,,,,
0.06,17,0.97976043,0.8369,0.842169409,0.8292,0.835634385,0.1554,,,,,,,,,
0.06,5,0.999173895,0.8243,0.78502373,0.8932,0.835625409,0.2446,,,,,,,,,
0.03,30,0.939694341,0.8297,0.807613361,0.8656,0.835601892,0.2062,,,,,,,,,
0.01,50,0.994630318,0.8304,0.810993976,0.8616,0.83553142,0.2008,,,,,,,,,
0.04,27,0.99669558,0.8326,0.821663443,0.8496,0.83539823,0.1844,,,,,,,,,
0.02,31,0.986782321,0.8319,0.818460948,0.853,0.835373617,0.1892,,,,,,,,,
0.06,41,0.995869475,0.839,0.855196982,0.8162,0.835243553,0.1382,,,,,,,,,
0.02,46,0.980173482,0.8302,0.81127451,0.8606,0.835209627,0.2002,,,,,,,,,
0.05,26,0.997108633,0.8353,0.835770078,0.8346,0.835184629,0.164,,,,,,,,,
0.08,11,1,0.8303,0.81201587,0.8596,0.835130671,0.199,,,,,,,,,
0.01,77,0.994217266,0.8378,0.849111203,0.8216,0.835129091,0.146,,,,,,,,,
0.03,33,0.996282528,0.8325,0.822252374,0.8484,0.835121567,0.1834,,,,,,,,,
0.11,12,0.999173895,0.8335,0.827538794,0.8426,0.835001486,0.1756,,,,,,,,,
0.09,7,0.998760843,0.8297,0.809810186,0.8618,0.834996609,0.2024,,,,,,,,,
0.04,20,0.997108633,0.8289,0.8062954,0.8658,0.834988909,0.208,,,,,,,,,
0.01,89,0.948781495,0.8369,0.845680279,0.8242,0.834801985,0.1504,,,,,,,,,
0.03,53,0.976042957,0.8392,0.85841082,0.8124,0.834771887,0.134,,,,,,,,,
0.03,96,0.945477076,0.8427,0.879176809,0.7946,0.83475155,0.1092,,,,,,,,,
0.01,85,0.991325898,0.8381,0.852849092,0.8172,0.834644061,0.141,,,,,,,,,
0.06,47,0.995456423,0.8397,0.862230753,0.8086,0.83455465,0.1292,,,,,,,,,
0.14,10,0.97976043,0.8397,0.863160145,0.8074,0.834349488,0.128,,,,,,,,,
0.04,53,0.957042544,0.8441,0.890047608,0.7852,0.83434279,0.097,,,,,,,,,
0.01,92,0.94795539,0.8399,0.864621326,0.806,0.834282165,0.1262,,,,,,,,,
0.05,70,0.991738951,0.8416,0.874725757,0.7974,0.834274953,0.1142,,,,,,,,,
0.08,32,0.978521272,0.8421,0.877844047,0.7948,0.834260523,0.1106,,,,,,,,,
0.02,66,0.996282528,0.8351,0.838553243,0.83,0.834254699,0.1598,,,,,,,,,
0.05,49,0.991738951,0.8482,0.918912416,0.7638,0.834207077,0.0674,,,,,,,,,
0.04,12,0.999586948,0.8238,0.7878734,0.8862,0.834149096,0.2386,,,,,,,,,
0.06,20,0.982651797,0.8362,0.84489126,0.8236,0.834109783,0.1512,,,,,,,,,
0.02,84,0.95456423,0.8417,0.876238714,0.7958,0.834084478,0.1124,,,,,,,,,
0.04,31,0.984717059,0.8343,0.835171446,0.833,0.83408431,0.1644,,,,,,,,,
0.1,27,0.988021479,0.8413,0.873822563,0.7978,0.834082593,0.1152,,,,,,,,,
0.03,16,0.997108633,0.8242,0.789774759,0.8836,0.834057013,0.2352,,,,,,,,,
0.01,95,0.977695167,0.8372,0.850665557,0.818,0.834013051,0.1436,,,,,,,,,
0.04,46,0.997521685,0.8338,0.833133733,0.8348,0.833966034,0.1672,,,,,,,,,
0.01,94,0.986369269,0.8418,0.877429329,0.7946,0.833963056,0.111,,,,,,,,,
0.02,40,0.997108633,0.8282,0.807303371,0.8622,0.83384913,0.2058,,,,,,,,,
0.02,42,0.997934738,0.8275,0.804651163,0.865,0.83373494,0.21,,,,,,,,,
0.03,8,1,0.8055,0.72815534,0.975,0.833689611,0.364,,,,,,,,,
0.01,65,0.991325898,0.8343,0.836792263,0.8306,0.833684633,0.162,,,,,,,,,
0.1,20,0.995043371,0.8388,0.861348123,0.8076,0.833608588,0.13,,,,,,,,,
0.05,48,0.966129698,0.8412,0.87560546,0.7954,0.833577866,0.113,,,,,,,,,
0.08,8,1,0.8257,0.798205457,0.8718,0.83338113,0.2204,,,,,,,,,
0.08,15,0.997108633,0.8359,0.846502992,0.8206,0.833350259,0.1488,,,,,,,,,
0.01,46,0.99834779,0.8203,0.776932388,0.8986,0.83334879,0.258,,,,,,,,,
0.08,34,0.995456423,0.8457,0.907184923,0.7702,0.833098972,0.0788,,,,,,,,,
0.04,37,0.945477076,0.8342,0.838807786,0.8274,0.833064841,0.159,,,,,,,,,
0.02,47,0.995869475,0.8313,0.824740247,0.8414,0.832986833,0.1788,,,,,,,,,
0.09,10,0.988847584,0.8278,0.8086629,0.8588,0.832977692,0.2032,,,,,,,,,
0.03,52,0.988021479,0.8363,0.85097057,0.8154,0.832805638,0.1428,,,,,,,,,
0.1,24,0.992978108,0.8482,0.927134446,0.7558,0.832745703,0.0594,,,,,,,,,
0.01,51,0.998760843,0.8292,0.815930902,0.8502,0.832713026,0.1918,,,,,,,,,
0.01,41,0.997108633,0.8252,0.798897059,0.8692,0.83256705,0.2188,,,,,,,,,
0.06,36,0.963651384,0.8378,0.86058924,0.8062,0.832507228,0.1306,,,,,,,,,
0.1,17,0.990086741,0.8366,0.854017669,0.812,0.832478983,0.1388,,,,,,,,,
0.03,80,0.97149938,0.8445,0.902547324,0.7724,0.832417286,0.0834,,,,,,,,,
0.04,18,0.996282528,0.8306,0.823610023,0.8414,0.832409972,0.1802,,,,,,,,,
0.02,36,0.995869475,0.8259,0.802712242,0.8642,0.832322065,0.2124,,,,,,,,,
0.09,8,0.999586948,0.8244,0.796418129,0.8716,0.832314744,0.2228,,,,,,,,,
0.01,54,0.996282528,0.8301,0.821672189,0.8432,0.83229691,0.183,,,,,,,,,
0.07,15,0.988021479,0.8356,0.849437734,0.8158,0.832279127,0.1446,,,,,,,,,
0.07,39,0.966542751,0.8365,0.85443438,0.8112,0.832256079,0.1382,,,,,,,,,
0.02,77,0.970260223,0.8343,0.843012518,0.8216,0.83216854,0.153,,,,,,,,,
0.13,9,0.975629905,0.8329,0.836194708,0.828,0.832077178,0.1622,,,,,,,,,
0.03,22,0.997108633,0.8257,0.802864051,0.8634,0.832032379,0.212,,,,,,,,,
0.02,27,0.999173895,0.824,0.795836377,0.8716,0.831996945,0.2236,,,,,,,,,
0.03,31,0.997934738,0.826,0.804559043,0.8612,0.831916538,0.2092,,,,,,,,,
0.05,55,0.970260223,0.8388,0.869063181,0.7978,0.831908238,0.1202,,,,,,,,,
0.04,4,1,0.8115,0.750845547,0.9324,0.831831564,0.3094,,,,,,,,,
0.01,73,0.994630318,0.8339,0.842321099,0.8216,0.831831528,0.1538,,,,,,,,,
0.11,6,1,0.8274,0.81121673,0.8534,0.831773879,0.1986,,,,,,,,,
0.02,8,1,0.8009,0.720117045,0.9844,0.831770173,0.3826,,,,,,,,,
0.01,56,0.99669558,0.83,0.823529412,0.84,0.831683168,0.18,,,,,,,,,
0.08,22,0.957868649,0.8372,0.861182519,0.804,0.831609433,0.1296,,,,,,,,,
0.02,68,0.994217266,0.8313,0.830177397,0.833,0.831586303,0.1704,,,,,,,,,
0.03,18,0.997934738,0.8249,0.801112141,0.8644,0.831553632,0.2146,,,,,,,,,
0.05,61,0.990499793,0.8449,0.910302165,0.7652,0.831468,0.0754,,,,,,,,,
