self_radius,self_count,uc,accuracy,precision,recall,f1,far
0.17,2,0.931389365,0.5189,0.511587983,0.8344,0.634283542,0.7966
0.18,19,0.859348199,0.6611,0.688862837,0.5876,0.634214787,0.2654
0.03,16,0.941680961,0.5081,0.504794602,0.8528,0.6341935,0.8366
0.16,5,0.914236707,0.6057,0.591483469,0.6834,0.634128236,0.472
0.06,5,0.951972556,0.4941,0.496657981,0.8768,0.634121646,0.8886
0.21,3,0.885077187,0.6083,0.59491674,0.6788,0.634096217,0.4622
0.27,1,0.929674099,0.5331,0.52134107,0.8086,0.633947472,0.7424
0.02,29,0.926243568,0.5173,0.510568112,0.8358,0.633902162,0.8012
0.02,14,0.933104631,0.507,0.504134184,0.8536,0.633892767,0.8396
0.15,7,0.912521441,0.6079,0.59453303,0.6786,0.633790978,0.4628
0.01,27,0.929674099,0.4999,0.499942176,0.8646,0.633545834,0.8648
0.18,11,0.910806175,0.6054,0.591366158,0.6822,0.633543834,0.4714
0.11,9,0.919382504,0.5626,0.545178984,0.7554,0.633299799,0.6302
0.52,1,0.737564322,0.6861,0.761449845,0.542,0.633251548,0.1698
0.01,22,0.931389365,0.5107,0.506414099,0.8448,0.633235889,0.8234
0.16,8,0.915951973,0.6041,0.589849819,0.6834,0.633188178,0.4752
0.46,3,0.694682676,0.7094,0.858316222,0.5016,0.633173441,0.0828
0.01,31,0.92109777,0.5163,0.509957239,0.8348,0.633143724,0.8022
0.01,25,0.927958834,0.5152,0.509257004,0.8362,0.633005299,0.8058
0.02,59,0.885077187,0.5799,0.561966806,0.7246,0.633004281,0.5648
0.01,58,0.876500858,0.5652,0.547619048,0.7498,0.632956272,0.6194
0.15,19,0.893653516,0.6422,0.649747262,0.617,0.632950349,0.3326
0.05,11,0.931389365,0.515,0.509135201,0.836,0.632853899,0.806
0.03,9,0.941680961,0.5077,0.504581697,0.848,0.632694173,0.8326
0.15,14,0.90051458,0.613,0.602169982,0.666,0.632478632,0.44
0.38,1,0.897084048,0.6004,0.585490463,0.6876,0.632450331,0.4868
0.08,11,0.924528302,0.5276,0.51757514,0.8128,0.63243075,0.7576
0.18,7,0.903945111,0.6136,0.603085299,0.6646,0.632350143,0.4374
0.15,6,0.915951973,0.5917,0.575102375,0.7022,0.63232778,0.5188
0.09,10,0.927958834,0.5198,0.512288977,0.8254,0.632199755,0.7858
0.08,6,0.924528302,0.5375,0.524759012,0.7948,0.632148254,0.7198
0.01,37,0.922813036,0.5221,0.513834982,0.8208,0.632016632,0.7766
0.02,28,0.926243568,0.5259,0.516427756,0.8142,0.631995653,0.7624
0.41,1,0.910806175,0.6072,0.594499295,0.6744,0.631934033,0.46
0.14,8,0.919382504,0.57,0.552442313,0.7374,0.631660099,0.5974
0.09,7,0.922813036,0.5382,0.525365206,0.7912,0.631444533,0.7148
0.06,18,0.914236707,0.5677,0.550364529,0.7398,0.631174814,0.6044
0.01,40,0.903945111,0.5629,0.545905707,0.748,0.631170365,0.6222
0.01,35,0.917667238,0.5028,0.501651333,0.8506,0.631102537,0.845
0.1,3,0.929674099,0.5035,0.502070271,0.8488,0.630937337,0.8418
0.17,3,0.914236707,0.5717,0.554277063,0.7322,0.630934942,0.5888
0.01,63,0.912521441,0.5487,0.533702422,0.7712,0.630838446,0.6738
0.07,9,0.924528302,0.5377,0.525069823,0.7896,0.630721304,0.7142
0.3,1,0.922813036,0.5339,0.522247014,0.7958,0.630636342,0.728
0.13,23,0.898799314,0.6211,0.61517976,0.6468,0.630593741,0.4046
0.22,10,0.699828473,0.6984,0.813924051,0.5144,0.630392157,0.1176
0.26,1,0.924528302,0.5247,0.515714467,0.8106,0.630375612,0.7612
0.34,1,0.907375643,0.5649,0.547924974,0.742,0.630362756,0.6122
0.27,2,0.914236707,0.5905,0.574485597,0.698,0.630248307,0.517
0.01,84,0.838765009,0.5388,0.525963597,0.786,0.630211674,0.7084
0.06,7,0.926243568,0.5249,0.515865936,0.8096,0.630186036,0.7598
0.12,7,0.914236707,0.5815,0.564549343,0.7128,0.630071599,0.5498
0.15,3,0.929674099,0.5205,0.51289146,0.8156,0.62975832,0.7746
0.02,27,0.912521441,0.5286,0.518494568,0.8018,0.629751806,0.7446
0.28,1,0.924528302,0.5279,0.518016273,0.8022,0.629522091,0.7464
0.07,8,0.927958834,0.5162,0.510052122,0.822,0.629499158,0.7896
0.08,5,0.922813036,0.5286,0.518523316,0.8006,0.629402516,0.7434
0.02,61,0.903945111,0.5816,0.564906141,0.7102,0.629275208,0.547
0.05,17,0.893653516,0.5722,0.555232558,0.7258,0.629160888,0.5814
0.17,10,0.914236707,0.5984,0.584449022,0.681,0.629041197,0.4842
0.04,14,0.924528302,0.5263,0.516926245,0.8032,0.629023416,0.7506
0.03,19,0.941680961,0.5003,0.5001772,0.8468,0.628889714,0.8462
0.03,18,0.912521441,0.5246,0.51574904,0.8056,0.628883685,0.7564
0.04,67,0.885077187,0.5951,0.580470469,0.686,0.628838574,0.4958
0.06,13,0.933104631,0.5177,0.511077732,0.8166,0.628685811,0.7812
0.02,66,0.907375643,0.58,0.563451777,0.7104,0.628450106,0.5504
0.03,25,0.924528302,0.522,0.513998473,0.8078,0.628247006,0.7638
0.13,5,0.912521441,0.5851,0.569085891,0.701,0.62819249,0.5308
0.12,28,0.852487136,0.6423,0.654238023,0.6036,0.627899719,0.319
0.18,26,0.825042882,0.663,0.701234568,0.568,0.627624309,0.242
0.39,1,0.912521441,0.5837,0.567751336,0.7014,0.627538696,0.534
0.27,12,0.646655232,0.7039,0.846179966,0.4984,0.627312775,0.0906
0.07,15,0.92109777,0.5454,0.531545303,0.765,0.627254838,0.6742
0.38,3,0.679245283,0.715,0.906888721,0.4792,0.627060979,0.0492
0.1,4,0.924528302,0.5169,0.510624921,0.8122,0.627036208,0.7784
0.01,41,0.917667238,0.5183,0.51156325,0.8096,0.626965074,0.773
0.02,41,0.922813036,0.5108,0.506656805,0.822,0.62690665,0.8004
0.09,5,0.936535163,0.5007,0.500417711,0.8386,0.626803199,0.8372
0.12,3,0.931389365,0.4863,0.492166953,0.8608,0.626264096,0.8882
0.09,11,0.919382504,0.5415,0.528553736,0.7682,0.626232983,0.6852
0.03,79,0.826758148,0.5925,0.578403119,0.6824,0.626112487,0.4974
0.17,8,0.912521441,0.5919,0.57771013,0.6832,0.626042335,0.4994
0.23,7,0.876500858,0.6248,0.624055666,0.6278,0.625922233,0.3782
0.21,8,0.898799314,0.6044,0.593716338,0.6614,0.625733207,0.4526
0.15,10,0.915951973,0.5838,0.568464052,0.6958,0.625719424,0.5282
0.17,4,0.915951973,0.5795,0.563773464,0.7028,0.625656548,0.5438
0.08,12,0.917667238,0.5463,0.532518612,0.7582,0.625629177,0.6656
0.02,30,0.90051458,0.5403,0.527682374,0.7682,0.625620979,0.6876
0.02,20,0.917667238,0.5078,0.504787626,0.8224,0.625589533,0.8068
0.16,9,0.912521441,0.5909,0.576708861,0.6834,0.625537757,0.5016
0.1,6,0.919382504,0.5445,0.531071079,0.7606,0.625441987,0.6716
0.11,4,0.922813036,0.5268,0.517562254,0.7898,0.6253365,0.7362
0.04,15,0.922813036,0.5303,0.52011685,0.7834,0.625169579,0.7228
0.08,13,0.924528302,0.5378,0.525819672,0.7698,0.624837662,0.6942
0.01,30,0.912521441,0.5187,0.511945829,0.8014,0.624775863,0.764
0.01,57,0.867924528,0.5438,0.530595138,0.7596,0.624773811,0.672
0.03,29,0.924528302,0.5176,0.511204482,0.803,0.624708262,0.7678
0.05,65,0.876500858,0.6056,0.595860566,0.6564,0.62466692,0.4452
0.01,61,0.933104631,0.509,0.505569307,0.817,0.624617737,0.799
0.08,7,0.92109777,0.5436,0.530472463,0.759,0.624485766,0.6718
0.32,1,0.917667238,0.5422,0.529346314,0.7612,0.624446267,0.6768
0.09,13,0.919382504,0.5666,0.550933007,0.7204,0.624371642,0.5872
0.12,4,0.924528302,0.5298,0.519845498,0.7806,0.624080588,0.721
0.02,25,0.917667238,0.5257,0.516870159,0.7874,0.624078624,0.736
0.16,4,0.914236707,0.5817,0.566672107,0.6944,0.624067583,0.531
0.11,8,0.917667238,0.5524,0.537971014,0.7424,0.623865546,0.6376
0.4,15,0.523156089,0.711,0.894245142,0.4786,0.623501824,0.0566
0.11,26,0.903945111,0.5959,0.583638584,0.6692,0.623497624,0.4774
0.02,63,0.87135506,0.5569,0.542054693,0.7334,0.623374416,0.6196
0.1,8,0.917667238,0.5496,0.535642426,0.7454,0.623348386,0.6462
0.16,3,0.933104631,0.5185,0.51190323,0.7956,0.622973925,0.7586
0.09,21,0.898799314,0.5911,0.577929855,0.6756,0.622959889,0.4934
0.13,10,0.914236707,0.5702,0.554929577,0.7092,0.622651449,0.5688
0.12,12,0.912521441,0.5848,0.570831941,0.6834,0.622064446,0.5138
0.01,71,0.837049743,0.5681,0.552996109,0.7106,0.621969365,0.5744
0.13,3,0.927958834,0.505,0.503090235,0.814,0.621848739,0.804
0.15,5,0.914236707,0.5794,0.564848089,0.6916,0.621830606,0.5328
0.14,10,0.917667238,0.559,0.544294294,0.725,0.621783877,0.607
0.11,11,0.917667238,0.5503,0.536518078,0.739,0.621687558,0.6384
0.36,1,0.92109777,0.5418,0.529395218,0.7528,0.621635012,0.6692
0.05,13,0.919382504,0.5215,0.514061478,0.786,0.621589561,0.743
0.24,2,0.917667238,0.5551,0.540784604,0.7306,0.621522756,0.6204
0.03,35,0.902229846,0.5087,0.505451811,0.8066,0.621465444,0.7892
0.13,4,0.924528302,0.5287,0.519264331,0.7736,0.621415375,0.7162
0.03,34,0.931389365,0.5066,0.504108566,0.8098,0.621393493,0.7966
0.29,1,0.922813036,0.5239,0.515775578,0.7814,0.62139165,0.7336
0.12,9,0.914236707,0.5604,0.545688351,0.7214,0.621360896,0.6006
0.11,22,0.903945111,0.5883,0.575200136,0.6754,0.62128599,0.4988
0.12,6,0.910806175,0.5619,0.547129587,0.7186,0.621250108,0.5948
0.04,28,0.919382504,0.5343,0.523509253,0.7638,0.621228142,0.6952
0.31,1,0.915951973,0.5289,0.519429878,0.7726,0.621210903,0.7148
0.07,13,0.948542024,0.4987,0.499210494,0.822,0.621174337,0.8246
0.06,29,0.914236707,0.5527,0.538710151,0.7334,0.621156941,0.628
0.02,57,0.888507719,0.564,0.549170252,0.7148,0.621133125,0.5868
0.04,20,0.909090909,0.532,0.521768707,0.767,0.621052632,0.703
0.09,6,0.924528302,0.523,0.515167502,0.7812,0.620886981,0.7352
0.1,11,0.915951973,0.5513,0.537527432,0.7348,0.6208703,0.6322
0.29,10,0.583190395,0.7054,0.870758123,0.4824,0.620849421,0.0716
0.05,12,0.919382504,0.5256,0.517039404,0.7768,0.62084399,0.7256
0.02,62,0.867924528,0.5746,0.559987134,0.6964,0.620788019,0.5472
0.24,10,0.574614065,0.689,0.7953125,0.509,0.620731707,0.131
0.14,3,0.941680961,0.4921,0.495288083,0.8304,0.62048868,0.8462
0.03,21,0.919382504,0.5128,0.508167432,0.7964,0.620442505,0.7708
0.06,20,0.885077187,0.5695,0.554836674,0.7032,0.620269913,0.5642
0.05,15,0.941680961,0.4935,0.496101715,0.8272,0.620229437,0.8402
0.04,13,0.919382504,0.517,0.511016071,0.7886,0.620163573,0.7546
0.04,25,0.917667238,0.5241,0.516009034,0.7768,0.620100583,0.7286
0.04,24,0.914236707,0.5401,0.528219564,0.7506,0.620074349,0.6704
0.06,58,0.843910806,0.6249,0.62820776,0.612,0.619997974,0.3622
0.01,56,0.914236707,0.5355,0.524581083,0.7576,0.619916537,0.6866
0.12,26,0.903945111,0.6037,0.595576037,0.6462,0.619856115,0.4388
0.08,8,0.933104631,0.497,0.498176957,0.8198,0.619745993,0.8258
0.1,19,0.914236707,0.5762,0.562011719,0.6906,0.619705671,0.5382
0.14,12,0.912521441,0.5785,0.564524084,0.6868,0.61968781,0.5298
0.02,49,0.866209262,0.557,0.542882937,0.7216,0.619611884,0.6076
0.01,75,0.924528302,0.5058,0.503630446,0.8046,0.619494918,0.793
0.14,9,0.914236707,0.5776,0.563627419,0.6874,0.619390881,0.5322
0.01,95,0.809605489,0.5825,0.569130216,0.6792,0.619312483,0.5142
0.19,3,0.915951973,0.5576,0.543543998,0.719,0.61908042,0.6038
0.14,6,0.914236707,0.5579,0.543830431,0.7184,0.619043516,0.6026
0.01,33,0.914236707,0.5046,0.502876438,0.8042,0.618805786,0.795
0.15,18,0.831903945,0.6363,0.650143203,0.5902,0.618723137,0.3176
0.06,11,0.915951973,0.5368,0.525741466,0.7516,0.618702667,0.678
0.01,38,0.895368782,0.5152,0.509852217,0.7866,0.61868806,0.7562
0.02,95,0.859348199,0.5648,0.550530256,0.706,0.618647038,0.5764
0.13,15,0.898799314,0.5851,0.572376254,0.673,0.618623035,0.5028
0.05,19,0.907375643,0.5266,0.517953564,0.7674,0.618471954,0.7142
0.11,6,0.92109777,0.5335,0.523183391,0.756,0.618404908,0.689
0.03,28,0.92109777,0.5086,0.505465175,0.7954,0.618122474,0.7782
0.27,11,0.720411664,0.6518,0.684312773,0.5636,0.618118008,0.26
0.15,11,0.914236707,0.5816,0.568502351,0.6772,0.618108799,0.514
0.32,8,0.6432247,0.7004,0.852320675,0.4848,0.618052014,0.084
0.06,15,0.919382504,0.5321,0.522140985,0.757,0.618009633,0.6928
0.03,22,0.92109777,0.5217,0.51443011,0.7736,0.61794073,0.7302
0.15,25,0.818181818,0.6606,0.706852138,0.5488,0.617878856,0.2276
0.02,39,0.924528302,0.512,0.507729967,0.7882,0.617614794,0.7642
0.02,17,0.938250429,0.4744,0.485358042,0.8486,0.617522922,0.8998
0.03,59,0.864493997,0.5865,0.574427809,0.6676,0.617519193,0.4946
0.1,12,0.917667238,0.5596,0.545761671,0.7108,0.617442669,0.5916
0.01,55,0.915951973,0.5239,0.516059669,0.768,0.617313721,0.7202
0.07,62,0.698113208,0.6574,0.699139676,0.5526,0.617292225,0.2378
0.07,14,0.914236707,0.5284,0.519404209,0.7602,0.617145641,0.7034
0.15,22,0.754716981,0.6751,0.751219512,0.5236,0.617088981,0.1734
0.02,73,0.912521441,0.5214,0.514270472,0.7712,0.617058729,0.7284
0.03,23,0.922813036,0.5171,0.511242604,0.7776,0.616898056,0.7434
0.06,46,0.804459691,0.6191,0.620668693,0.6126,0.616607952,0.3744
0.13,12,0.914236707,0.5721,0.558627419,0.687,0.616198762,0.5428
0.12,5,0.915951973,0.5419,0.530209084,0.7354,0.616170926,0.6516
0.09,27,0.912521441,0.5721,0.558646494,0.6868,0.6161299,0.5426
0.23,8,0.807890223,0.645,0.670909948,0.5692,0.615884008,0.2792
0.01,46,0.924528302,0.4986,0.499130651,0.8038,0.615844315,0.8066
0.12,13,0.915951973,0.5612,0.547648708,0.7034,0.615829102,0.581
0.01,36,0.915951973,0.4969,0.498085238,0.8064,0.61580756,0.8126
0.16,13,0.87135506,0.6103,0.607233132,0.6246,0.615794144,0.404
0.01,65,0.807890223,0.562,0.548467792,0.7016,0.615654616,0.5776
0.01,66,0.90051458,0.5172,0.511378672,0.773,0.615543876,0.7386
0.07,11,0.917667238,0.5318,0.522151017,0.7496,0.615536213,0.686
0.15,15,0.910806175,0.5772,0.564376251,0.6768,0.615496544,0.5224
0.03,39,0.898799314,0.527,0.518513439,0.7562,0.615196876,0.7022
0.27,10,0.507718696,0.6941,0.82931795,0.4888,0.615074871,0.1006
0.1,13,0.919382504,0.5481,0.535698382,0.7218,0.614978274,0.6256
0.05,18,0.919382504,0.5173,0.511479761,0.7708,0.614918229,0.7362
0.01,54,0.886792453,0.557,0.543819188,0.7074,0.614916551,0.5934
0.03,62,0.888507719,0.5456,0.533529412,0.7256,0.614915254,0.6344
0.22,2,0.919382504,0.5271,0.518630551,0.7544,0.614682637,0.7002
0.05,23,0.914236707,0.5385,0.527590655,0.7362,0.614678133,0.6592
0.01,43,0.922813036,0.5104,0.50674974,0.7808,0.614609572,0.76
0.22,3,0.914236707,0.5729,0.559940799,0.681,0.614565472,0.5352
0.06,14,0.92109777,0.518,0.511996801,0.7682,0.614461686,0.7322
0.08,16,0.917667238,0.5422,0.530695374,0.7296,0.614451743,0.6452
0.18,3,0.915951973,0.546,0.533953351,0.7234,0.61440462,0.6314
0.03,27,0.92109777,0.5151,0.509966997,0.7726,0.614393638,0.7424
0.02,32,0.910806175,0.5127,0.508316961,0.7762,0.614325287,0.7508
0.04,23,0.915951973,0.5157,0.51039047,0.7712,0.614257268,0.7398
0.02,34,0.902229846,0.5212,0.514301133,0.7624,0.61424428,0.72
0.02,88,0.782161235,0.5719,0.558963425,0.6816,0.614220059,0.5378
0.09,22,0.855917667,0.5911,0.581353813,0.651,0.614208888,0.4688
0.06,56,0.814751286,0.6173,0.619328586,0.6088,0.614019163,0.3742
0.15,4,0.914236707,0.5515,0.538950234,0.7126,0.613728361,0.6096
0.08,10,0.927958834,0.4982,0.49887331,0.797,0.613643363,0.8006
0.04,18,0.909090909,0.514,0.509239704,0.7716,0.613549618,0.7436
0.03,48,0.914236707,0.5354,0.525220861,0.7372,0.613413214,0.6664
0.11,13,0.914236707,0.5641,0.551075697,0.6916,0.613392461,0.5634
0.01,68,0.881646655,0.5216,0.514646054,0.759,0.6133829,0.7158
0.04,36,0.905660377,0.5229,0.515605833,0.7566,0.613277134,0.7108
0.13,11,0.917667238,0.5497,0.537430336,0.7136,0.613111092,0.6142
0.01,49,0.910806175,0.5164,0.51093625,0.7662,0.613058089,0.7334
0.08,15,0.92109777,0.5192,0.512938005,0.7612,0.612882448,0.7228
0.02,38,0.898799314,0.521,0.514250814,0.7578,0.61271022,0.7158
0.05,27,0.909090909,0.5275,0.519105183,0.7472,0.612609658,0.6922
0.06,27,0.898799314,0.5376,0.52710496,0.7312,0.612600536,0.656
0.1,5,0.915951973,0.5375,0.527028975,0.7312,0.612549217,0.6562
0.01,39,0.898799314,0.5016,0.501017553,0.7878,0.612501944,0.7846
0.02,69,0.861063465,0.5538,0.541308354,0.705,0.612404448,0.5974
0.01,62,0.910806175,0.5114,0.507496055,0.7718,0.612345287,0.749
0.07,21,0.907375643,0.5521,0.539752785,0.7074,0.612308491,0.6032
0.1,9,0.917667238,0.5316,0.52232269,0.7394,0.612187448,0.6762
0.07,22,0.914236707,0.5433,0.532002956,0.7198,0.611814705,0.6332
0.05,21,0.905660377,0.5261,0.518107396,0.7468,0.611780126,0.6946
0.12,14,0.914236707,0.5654,0.552810078,0.6846,0.611686919,0.5538
0.1,14,0.915951973,0.5559,0.543461359,0.699,0.611495057,0.5872
0.09,16,0.79245283,0.622,0.629073212,0.5946,0.611351018,0.3506
0.01,47,0.927958834,0.4934,0.495892457,0.7968,0.611324229,0.81
0.05,28,0.905660377,0.5309,0.521855991,0.7378,0.611318253,0.676
0.08,21,0.902229846,0.5512,0.539107852,0.7058,0.611293955,0.6034
0.02,44,0.919382504,0.4918,0.494921972,0.7992,0.611289582,0.8156
0.06,19,0.915951973,0.5355,0.525550597,0.7302,0.611199464,0.6592
0.23,2,0.915951973,0.5442,0.532886905,0.7162,0.61109215,0.6278
0.37,5,0.651801029,0.7083,0.916766707,0.4582,0.611014802,0.0416
0.01,59,0.915951973,0.5066,0.504294638,0.775,0.611005992,0.7618
0.03,98,0.802744425,0.6098,0.609145129,0.6128,0.610967099,0.3932
0.08,14,0.915951973,0.5437,0.532481047,0.7164,0.610897928,0.629
0.33,1,0.915951973,0.5264,0.518415179,0.7432,0.61078238,0.6904
0.04,43,0.883361921,0.5443,0.533044905,0.7146,0.610612663,0.626
0.01,48,0.922813036,0.5117,0.50775965,0.7656,0.610575006,0.7422
0.21,14,0.615780446,0.6861,0.804184374,0.492,0.61049758,0.1198
0.01,42,0.895368782,0.4916,0.494781312,0.7964,0.610361741,0.8132
0.1,10,0.919382504,0.5344,0.524769585,0.7288,0.610180844,0.66
0.19,2,0.922813036,0.5046,0.502983913,0.7754,0.610166824,0.7662
0.07,12,0.915951973,0.5178,0.512079262,0.7546,0.610122898,0.719
0.11,24,0.883361921,0.5911,0.583014398,0.6398,0.610088681,0.4576
0.08,28,0.897084048,0.5648,0.552597403,0.6808,0.610035842,0.5512
0.13,14,0.915951973,0.5585,0.546303625,0.6902,0.609878943,0.5732
0.09,23,0.866209262,0.5986,0.593229955,0.6274,0.609836703,0.4302
0.11,12,0.917667238,0.5522,0.540315107,0.6996,0.609726338,0.5952
0.07,5,0.917667238,0.5197,0.513483915,0.7502,0.609670866,0.7108
0.03,20,0.915951973,0.5167,0.51131283,0.7548,0.609643809,0.7214
0.05,16,0.907375643,0.5348,0.525173611,0.726,0.609469443,0.6564
0.01,51,0.914236707,0.5127,0.508492711,0.7604,0.609441372,0.735
0.14,4,0.915951973,0.5444,0.533313325,0.7108,0.609396433,0.622
0.11,17,0.895368782,0.5855,0.576216794,0.6464,0.609293996,0.4754
0.11,5,0.915951973,0.5393,0.528935356,0.7184,0.609278263,0.6398
0.13,6,0.914236707,0.5481,0.536655998,0.7042,0.609116858,0.608
0.11,7,0.915951973,0.5418,0.53111045,0.7136,0.608977641,0.63
0.05,35,0.874785592,0.5497,0.53815446,0.701,0.608876922,0.6016
0.08,29,0.888507719,0.5852,0.576017131,0.6456,0.608826858,0.4752
0.28,8,0.54373928,0.6963,0.855229823,0.4726,0.608785263,0.08
0.1,15,0.914236707,0.5537,0.541907289,0.6944,0.608749014,0.587
0.07,25,0.914236707,0.537,0.527086384,0.72,0.608622147,0.646
0.11,15,0.914236707,0.5591,0.547196933,0.6852,0.608471717,0.567
0.02,40,0.885077187,0.5127,0.508533799,0.7568,0.608311229,0.7314
0.06,21,0.914236707,0.5299,0.521354092,0.73,0.608282643,0.6702
0.05,26,0.915951973,0.5287,0.520421232,0.7314,0.608131704,0.674
0.04,26,0.92109777,0.5017,0.50110175,0.7732,0.608100669,0.7698
0.02,31,0.888507719,0.5134,0.509046719,0.754,0.607770434,0.7272
0.05,29,0.874785592,0.5475,0.53634277,0.701,0.607715648,0.606
0.07,51,0.847341338,0.6079,0.608051272,0.6072,0.607625338,0.3914
0.09,29,0.915951973,0.5473,0.536189748,0.7008,0.607542263,0.6062
0.02,71,0.917667238,0.5029,0.501893198,0.7688,0.607314954,0.763
0.12,10,0.917667238,0.5368,0.527090695,0.716,0.607191316,0.6424
0.35,1,0.917667238,0.5322,0.523313061,0.7228,0.607088863,0.6584
0.3,14,0.668953688,0.7,0.880228137,0.463,0.606815203,0.063
0.39,3,0.545454545,0.7057,0.914216673,0.454,0.606708539,0.0426
0.04,16,0.919382504,0.5091,0.506082075,0.7572,0.606682157,0.739
0.05,20,0.905660377,0.5163,0.511178165,0.7454,0.606460011,0.7128
0.03,71,0.890222985,0.5522,0.5409476,0.6896,0.606295059,0.5852
0.08,17,0.915951973,0.5438,0.533262454,0.7022,0.606180939,0.6146
0.02,58,0.859348199,0.5524,0.541194969,0.6884,0.605985915,0.5836
0.1,18,0.840480274,0.6093,0.611235498,0.6006,0.605871078,0.382
0.01,45,0.89193825,0.5089,0.505972353,0.754,0.605573849,0.7362
0.07,33,0.857632933,0.5766,0.566864525,0.6494,0.605331842,0.4962
0.18,8,0.830188679,0.5953,0.59074462,0.6204,0.605209248,0.4298
0.03,32,0.903945111,0.5403,0.530341816,0.7044,0.605102654,0.6238
0.04,19,0.893653516,0.507,0.504682901,0.7544,0.604777938,0.7404
0.14,7,0.915951973,0.5395,0.529730543,0.7038,0.604483381,0.6248
0.03,52,0.898799314,0.5156,0.510767532,0.74,0.604377654,0.7088
0.01,53,0.883361921,0.5142,0.509763476,0.7414,0.604139505,0.713
0.03,61,0.84219554,0.5401,0.530328241,0.7012,0.603910085,0.621
0.06,17,0.903945111,0.522,0.515580737,0.728,0.603648425,0.684
0.01,97,0.874785592,0.512,0.508207934,0.743,0.60357433,0.719
0.01,78,0.766723842,0.5598,0.548984273,0.6702,0.603566282,0.5506
0.02,37,0.866209262,0.4873,0.491987382,0.7798,0.603326886,0.8052
0.11,28,0.893653516,0.5837,0.576187875,0.633,0.603259316,0.4656
0.13,8,0.915951973,0.5371,0.527831958,0.7036,0.603171882,0.6294
0.06,24,0.914236707,0.5185,0.512967896,0.7318,0.603148438,0.6948
0.37,1,0.883361921,0.5452,0.534995355,0.691,0.603072089,0.6006
0.18,17,0.816466552,0.621,0.633259912,0.575,0.602725367,0.333
0.02,70,0.879931389,0.5477,0.537353171,0.6862,0.602722881,0.5908
0.01,60,0.895368782,0.4956,0.497140629,0.765,0.60264692,0.7738
0.02,89,0.823327616,0.5606,0.550082645,0.6656,0.602352941,0.5444
0.02,52,0.861063465,0.516,0.511157601,0.733,0.60230074,0.701
0.03,37,0.915951973,0.5073,0.504942451,0.7458,0.602180057,0.7312
0.02,54,0.915951973,0.5044,0.50295302,0.7494,0.601927711,0.7406
0.02,50,0.909090909,0.5192,0.513566987,0.7268,0.601854919,0.6884
0.03,69,0.859348199,0.5561,0.545632016,0.6708,0.601776263,0.5586
0.03,45,0.898799314,0.529,0.521248535,0.7114,0.601657645,0.6534
0.1,17,0.912521441,0.5389,0.529581749,0.6964,0.601641469,0.6186
0.02,55,0.879931389,0.5356,0.526750827,0.701,0.601510211,0.6298
0.04,54,0.878216123,0.5619,0.551660825,0.661,0.601401146,0.5372
0.06,23,0.914236707,0.5174,0.512243175,0.728,0.6013547,0.6932
0.3,7,0.686106346,0.6572,0.718576196,0.5168,0.601209865,0.2024
0.03,64,0.855917667,0.5634,0.553384978,0.6572,0.600841104,0.5304
0.04,22,0.909090909,0.513,0.509027778,0.733,0.600819672,0.707
0.03,43,0.890222985,0.544,0.534267913,0.686,0.600700525,0.598
0.09,14,0.915951973,0.5247,0.517895957,0.7148,0.600621796,0.6654
0.15,23,0.797598628,0.6209,0.634662508,0.5698,0.600484772,0.328
0.03,100,0.69296741,0.5973,0.595862069,0.6048,0.600297767,0.4102
0.02,51,0.912521441,0.507,0.504774898,0.74,0.600162206,0.726
0.03,33,0.903945111,0.4977,0.498479037,0.7538,0.600111456,0.7584
0.14,18,0.768439108,0.6264,0.645555044,0.5606,0.600085635,0.3078
0.1,21,0.888507719,0.5807,0.5735911,0.629,0.600019079,0.4676
0.31,2,0.838765009,0.6081,0.612721585,0.5876,0.599897907,0.3714
0.18,12,0.881646655,0.5834,0.577107988,0.6242,0.599730976,0.4574
0.02,45,0.888507719,0.5117,0.508137432,0.7306,0.599392895,0.7072
0.37,4,0.632933105,0.6929,0.863550697,0.4582,0.598719456,0.0724
0.14,14,0.915951973,0.5428,0.533489828,0.6818,0.598595259,0.5962
0.05,66,0.819897084,0.5641,0.554814435,0.6488,0.598137734,0.5206
0.12,27,0.833619211,0.6187,0.632271005,0.5674,0.598081585,0.33
0.02,46,0.881646655,0.5261,0.519227936,0.7048,0.597946891,0.6526
0.01,100,0.711835334,0.5809,0.574672328,0.6226,0.597676874,0.4608
0.02,36,0.878216123,0.4892,0.492983368,0.7588,0.597668557,0.7804
0.06,44,0.885077187,0.5507,0.541145918,0.6668,0.597437506,0.5654
0.04,27,0.912521441,0.506,0.504126547,0.733,0.597392013,0.721
0.06,25,0.912521441,0.5227,0.516557257,0.7082,0.59738507,0.6628
0.04,38,0.909090909,0.5065,0.504479669,0.732,0.597307222,0.719
0.04,94,0.751286449,0.5944,0.593059937,0.6016,0.597299444,0.4128
0.09,24,0.914236707,0.5304,0.522836538,0.696,0.597117364,0.6352
0.04,60,0.866209262,0.5465,0.537182153,0.6718,0.596996357,0.5788
0.03,65,0.84219554,0.5473,0.537955384,0.6704,0.596919241,0.5758
