self_radius,self_count,accuracy,precision,recall,f1,far,uc,,,,,,,,,
0.27,1611,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1621,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1631,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1641,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1651,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1661,0.5792,0.544058745,0.978,0.699170718,0.8196,0.925373134,,,,,,,,,
0.27,1281,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1291,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1301,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1311,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1321,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1331,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1341,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1351,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1361,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1371,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1381,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1391,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1401,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1411,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1421,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1431,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1441,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1451,0.5787,0.543736801,0.9784,0.69900693,0.821,0.925373134,,,,,,,,,
0.27,1181,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1191,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1201,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1211,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1221,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1231,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1241,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
