threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
0.31,0.9748105,0.7726,0.69617156,0.9674,0.809675259,0.4222
2.01,0.88628024,0.8165,0.841866494,0.7794,0.809429847,0.1464
0.3,0.97505504,0.7721,0.695670933,0.9674,0.809336568,0.4232
0.29,0.97554415,0.772,0.695458465,0.9678,0.809332664,0.4238
2.53,0.8488628,0.8253,0.890891613,0.7414,0.809300295,0.0908
2.45,0.85791147,0.8239,0.88258918,0.7472,0.809271093,0.0994
2.47,0.85619956,0.8242,0.884487666,0.7458,0.809244792,0.0974
0.28,0.97554415,0.7718,0.695258621,0.9678,0.809197324,0.4242
0.18,0.97725606,0.771,0.693571429,0.971,0.809166667,0.429
2.46,0.8564441,0.8239,0.883313609,0.7464,0.809105691,0.0986
0.27,0.9757887,0.7716,0.695058891,0.9678,0.80906203,0.4246
0.19,0.9770115,0.7709,0.693582964,0.9706,0.809035592,0.4288
2.43,0.85986793,0.8233,0.880442457,0.7482,0.808952319,0.1016
0.13,0.9775006,0.7705,0.69291114,0.9716,0.808925152,0.4306
2.5,0.85326487,0.8244,0.887112172,0.7434,0.808922742,0.0946
2.44,0.8584006,0.8234,0.881188119,0.7476,0.808915819,0.1008
0.17,0.97725606,0.7706,0.693175328,0.971,0.808897034,0.4298
0.11,0.9777452,0.7704,0.692757342,0.9718,0.808889629,0.431
0.12,0.9775006,0.7704,0.692757342,0.9718,0.808889629,0.431
2.03,0.88554657,0.8164,0.843465046,0.777,0.808869457,0.1442
2.02,0.8857911,0.8161,0.842321854,0.7778,0.808776126,0.1456
2.48,0.8549768,0.8239,0.884770729,0.7448,0.808774025,0.097
0.16,0.97725606,0.7704,0.692977448,0.971,0.808762286,0.4302
0.08,0.9777452,0.7701,0.692351517,0.9722,0.808751352,0.432
2.49,0.8542431,0.824,0.8855307,0.7442,0.808737231,0.0962
2.52,0.8500856,0.8246,0.889208633,0.7416,0.8087241,0.0924
0.26,0.9760333,0.7711,0.694560069,0.9678,0.808723991,0.4256
2.51,0.8517975,0.8245,0.888622754,0.742,0.808719346,0.093
0.14,0.97725606,0.7703,0.69287855,0.971,0.808694928,0.4304
0.15,0.97725606,0.7703,0.69287855,0.971,0.808694928,0.4304
2.54,0.84764004,0.8249,0.891351482,0.74,0.808654792,0.0902
0.21,0.9762778,0.7706,0.69361763,0.9694,0.808641975,0.4282
0.1,0.9777452,0.77,0.692362496,0.9718,0.808620403,0.4318
2.41,0.8613353,0.8225,0.87736953,0.7498,0.808584061,0.1048
0.09,0.9777452,0.7699,0.692263855,0.9718,0.808553124,0.432
2.04,0.8848129,0.8163,0.844178455,0.7758,0.808546118,0.1432
0.2,0.9765224,0.7704,0.693363844,0.9696,0.808539026,0.4288
0.25,0.9760333,0.7707,0.694050179,0.9682,0.808517745,0.4268
0,0.9787234,0.7692,0.690867839,0.9744,0.808496515,0.436
0.24,0.9760333,0.7706,0.693895099,0.9684,0.808482217,0.4272
2.42,0.86084616,0.8226,0.878460817,0.7488,0.808464694,0.1036
0.23,0.9762778,0.7705,0.693740152,0.9686,0.808446707,0.4276
0.04,0.9787234,0.7692,0.690976163,0.974,0.808432935,0.4356
0.22,0.9762778,0.7704,0.693640791,0.9686,0.808379236,0.4278
0.02,0.9787234,0.7691,0.690878139,0.974,0.808365839,0.4358
0.03,0.9787234,0.7691,0.690878139,0.974,0.808365839,0.4358
2.55,0.8439716,0.8247,0.891487823,0.7394,0.808352465,0.09
2.4,0.8618244,0.822,0.875641624,0.7506,0.80831359,0.1066
0.01,0.9787234,0.769,0.690780142,0.974,0.808298755,0.436
0.07,0.9782343,0.7693,0.691454571,0.9726,0.808277238,0.434
0.06,0.9782343,0.7692,0.691247513,0.973,0.8082738,0.4346
0.05,0.97847885,0.7691,0.691095015,0.9732,0.808238518,0.435
2.05,0.88383466,0.8162,0.844895288,0.7746,0.808222037,0.1422
2.07,0.8828564,0.8163,0.846288592,0.773,0.807985784,0.1404
2.56,0.8422597,0.8244,0.891409266,0.7388,0.807961505,0.09
2.39,0.8635363,0.8215,0.874446774,0.7508,0.80791994,0.1078
2.37,0.86427,0.821,0.871699861,0.7528,0.807898691,0.1108
2.35,0.86622643,0.8205,0.869324729,0.7544,0.807795267,0.1134
2.06,0.88334554,0.8159,0.84509504,0.7736,0.807768612,0.1418
2.57,0.8398141,0.8243,0.891950689,0.738,0.807704936,0.0894
2.58,0.8383468,0.8244,0.892736077,0.7374,0.807667032,0.0886
2.36,0.8645145,0.8205,0.870348972,0.7532,0.807547979,0.1122
2.3,0.86940575,0.8193,0.864082098,0.7578,0.807458711,0.1192
2.34,0.8679384,0.82,0.867985281,0.7548,0.807445443,0.1148
2.33,0.8684275,0.8199,0.867447737,0.7552,0.807441463,0.1154
