threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
0.14,0.83767515,0.7663,0.697464037,0.9406,0.800987823,0.408
0.09,0.83911246,0.766,0.696803788,0.9418,0.800986562,0.4098
0.1,0.838843,0.766,0.696803788,0.9418,0.800986562,0.4098
0.12,0.83821416,0.766,0.696920344,0.9414,0.800918836,0.4094
2.25,0.54814947,0.8157,0.870975323,0.7412,0.800864398,0.1098
0.08,0.83911246,0.7658,0.696597633,0.9418,0.80085034,0.4102
0.05,0.83965147,0.7656,0.696159527,0.9426,0.800849618,0.4114
0.04,0.8401006,0.7654,0.695896073,0.9428,0.80074741,0.412
2.26,0.54635286,0.8158,0.87223008,0.74,0.800692491,0.1084
0.02,0.84054977,0.7653,0.695793358,0.9428,0.800679406,0.4122
0.03,0.8403701,0.7653,0.695793358,0.9428,0.800679406,0.4122
0.06,0.8394718,0.7654,0.696127697,0.942,0.800611933,0.4112
0.07,0.83911246,0.7654,0.696185689,0.9418,0.800578035,0.411
0.01,0.8407294,0.765,0.695485394,0.9428,0.800475463,0.4128
0,0.8411786,0.7648,0.695280236,0.9428,0.800339559,0.4132
2.27,0.5446461,0.8154,0.87246103,0.7388,0.800086636,0.108
2.28,0.54204094,0.8149,0.872662722,0.7374,0.799349593,0.1076
2.29,0.53997487,0.8142,0.872451399,0.736,0.798437839,0.1076
2.31,0.5353935,0.8138,0.873749404,0.7336,0.797564688,0.106
2.3,0.5377291,0.8134,0.872740247,0.7338,0.79726206,0.107
2.32,0.5326985,0.8135,0.874194318,0.7324,0.797039939,0.1054
2.33,0.5300036,0.8137,0.875329026,0.7316,0.797036714,0.1042
2.34,0.5281171,0.8132,0.876080692,0.7296,0.796158883,0.1032
2.35,0.52641034,0.813,0.876382876,0.7288,0.795806945,0.1028
2.37,0.5224578,0.8129,0.877442702,0.7274,0.795407326,0.1016
2.36,0.5236256,0.8127,0.876656227,0.7278,0.795322916,0.1024
2.38,0.520212,0.8127,0.877565805,0.7268,0.795099004,0.1014
2.39,0.51778656,0.8126,0.87808418,0.726,0.794832494,0.1008
2.4,0.5152713,0.8121,0.878854091,0.724,0.793946705,0.0998
2.41,0.51365435,0.8117,0.879104841,0.7228,0.793326748,0.0994
2.42,0.5114984,0.8111,0.879297732,0.7212,0.792440391,0.099
2.43,0.5097916,0.8106,0.879521017,0.7198,0.791684998,0.0986
2.44,0.5079051,0.8101,0.879373624,0.7188,0.791020139,0.0986
2.45,0.5052102,0.8099,0.879314565,0.7184,0.79075399,0.0986
2.46,0.50332373,0.8098,0.879656863,0.7178,0.790528634,0.0982
2.47,0.5013475,0.8097,0.879813588,0.7174,0.790349234,0.098
2.48,0.49919152,0.8096,0.88034398,0.7166,0.790077178,0.0974
2.49,0.4976644,0.8091,0.880383953,0.7154,0.789363345,0.0972
2.51,0.49344233,0.8088,0.880670611,0.7144,0.788869258,0.0968
2.5,0.49577793,0.8087,0.880266075,0.7146,0.788828789,0.0972
2.52,0.49155587,0.8084,0.880552813,0.7136,0.78833407,0.0968
2.53,0.48913044,0.8082,0.880681818,0.713,0.788019452,0.0966
2.54,0.486705,0.8078,0.880752103,0.712,0.787436408,0.0964
2.55,0.48481855,0.8073,0.880793061,0.7108,0.786718318,0.0962
2.56,0.4826626,0.8072,0.88076351,0.7106,0.786584016,0.0962
2.57,0.4809558,0.8067,0.880615537,0.7096,0.785912061,0.0962
2.58,0.47799137,0.8065,0.880934626,0.7088,0.785548044,0.0958
2.59,0.47637442,0.8062,0.881035341,0.708,0.785096474,0.0956
2.6,0.47466764,0.8062,0.881415047,0.7076,0.785001109,0.0952
2.61,0.47305065,0.8058,0.881296758,0.7068,0.784461709,0.0952
2.62,0.47152352,0.8058,0.88225,0.7058,0.784222222,0.0942
2.63,0.4696371,0.8057,0.882603254,0.7052,0.783991106,0.0938
2.64,0.4679303,0.8054,0.882706767,0.7044,0.783537264,0.0936
2.65,0.46586418,0.8051,0.883002762,0.7034,0.783034621,0.0932
2.66,0.4647862,0.805,0.883165829,0.703,0.78285078,0.093
2.67,0.46289974,0.805,0.883358472,0.7028,0.782802406,0.0928
2.68,0.46092346,0.8047,0.88327044,0.7022,0.782395543,0.0928
2.69,0.45966583,0.8044,0.883375315,0.7014,0.781939799,0.0926
2.7,0.45867768,0.8042,0.883316532,0.701,0.781668153,0.0926
2.71,0.45795903,0.8042,0.883316532,0.701,0.781668153,0.0926
2.72,0.45607257,0.8038,0.883392226,0.7,0.781075653,0.0924
2.73,0.45454547,0.8037,0.883556454,0.6996,0.780890724,0.0922
2.74,0.4535573,0.8035,0.88369153,0.699,0.780569514,0.092
2.75,0.45256916,0.8034,0.883662114,0.6988,0.780433326,0.092
2.76,0.45167086,0.8033,0.883826879,0.6984,0.780248017,0.0918
2.77,0.45086238,0.8031,0.883962503,0.6978,0.779926232,0.0916
2.79,0.4488861,0.8031,0.88474232,0.697,0.779729276,0.0908
2.8,0.44789794,0.8031,0.88493777,0.6968,0.779679982,0.0906
2.78,0.4500539,0.8028,0.883874239,0.6972,0.779516995,0.0916
2.82,0.44556233,0.8031,0.885918004,0.6958,0.77943318,0.0896
2.81,0.44708946,0.8028,0.885045778,0.696,0.779220779,0.0904
2.83,0.44421488,0.8028,0.885830785,0.6952,0.77902286,0.0896
2.84,0.44322672,0.8024,0.885714286,0.6944,0.778475336,0.0896
2.85,0.4422386,0.8022,0.885655947,0.694,0.77820139,0.0896
2.86,0.44116062,0.8016,0.885480573,0.6928,0.777378815,0.0896
2.87,0.43999282,0.8014,0.885816692,0.692,0.777004267,0.0892
2.88,0.43918434,0.8011,0.886322812,0.6908,0.776441497,0.0886
2.89,0.43720806,0.8007,0.886404523,0.6898,0.775840738,0.0884
2.9,0.4355911,0.8005,0.886346104,0.6894,0.775565305,0.0884
2.91,0.43451312,0.8001,0.886229086,0.6886,0.775014069,0.0884
2.92,0.43352497,0.7999,0.886170487,0.6882,0.774738264,0.0884
2.96,0.43029106,0.8002,0.888256596,0.6868,0.77464471,0.0864
2.97,0.4293029,0.8002,0.888457557,0.6866,0.774593863,0.0862
2.94,0.4310097,0.8,0.887396694,0.6872,0.774571686,0.0872
2.95,0.4307402,0.8001,0.888026894,0.6868,0.774557347,0.0866
2.93,0.43172836,0.7997,0.886510188,0.6874,0.774360707,0.088
2.98,0.42831478,0.7999,0.888370888,0.686,0.774178987,0.0862
2.99,0.4272368,0.7998,0.888341969,0.6858,0.774040632,0.0862
3,0.426069,0.799,0.888311688,0.684,0.772881356,0.086
3,0.426069,0.799,0.888311688,0.684,0.772881356,0.086
3.01,0.4249012,0.7989,0.888282671,0.6838,0.772742683,0.086
3.03,0.4235537,0.7989,0.888888889,0.6832,0.772588488,0.0854
3.02,0.4240029,0.7988,0.888657648,0.6832,0.772501131,0.0856
3.05,0.4223859,0.7986,0.889613779,0.6818,0.77196558,0.0846
3.04,0.4229249,0.7984,0.88894682,0.682,0.771842463,0.0852
3.06,0.42130795,0.7984,0.890167364,0.6808,0.771532185,0.084
3.07,0.41996047,0.7979,0.890023566,0.6798,0.770835696,0.084
3.08,0.419152,0.7977,0.889965942,0.6794,0.770556879,0.084
3.09,0.4179842,0.7973,0.889850511,0.6786,0.769998865,0.084
3.1,0.41780454,0.7969,0.890144547,0.6774,0.769335605,0.0836
3.11,0.41645706,0.7965,0.890439821,0.6762,0.768671138,0.0832
3.12,0.41609773,0.7965,0.890851569,0.6758,0.768565905,0.0828
3.15,0.41358247,0.7966,0.892328042,0.6746,0.76833713,0.0814
3.13,0.41501975,0.7964,0.89123548,0.6752,0.768320437,0.0824
3.14,0.41448078,0.7965,0.891884748,0.6748,0.768302402,0.0818
3.16,0.41322315,0.7965,0.892923403,0.6738,0.768038299,0.0808
3.17,0.41295364,0.7963,0.89328378,0.673,0.76765142,0.0804
3.18,0.412235,0.7964,0.893939394,0.6726,0.767632961,0.0798
3.19,0.4116062,0.7962,0.89451252,0.6716,0.767192141,0.0792
3.2,0.41070786,0.7959,0.894849213,0.6706,0.766662856,0.0788
3.21,0.4099892,0.7957,0.894793057,0.6702,0.766380789,0.0788
3.25,0.4088214,0.796,0.896782842,0.669,0.766323024,0.077
3.24,0.40891126,0.7959,0.896330029,0.6692,0.76628879,0.0774
3.23,0.40900108,0.7957,0.895638212,0.6694,0.766166877,0.078
3.22,0.40962988,0.7955,0.894947875,0.6696,0.766045075,0.0786
3.26,0.40828243,0.7957,0.896699759,0.6684,0.765898934,0.077
3.27,0.40720445,0.7955,0.89707068,0.6676,0.765508543,0.0766
3.29,0.40630615,0.7958,0.898867314,0.6666,0.765502986,0.075
3.28,0.40639597,0.7952,0.897415186,0.6666,0.764975901,0.0762
3.3,0.40495867,0.7953,0.898730759,0.6656,0.764793749,0.075
3.31,0.40459934,0.7953,0.899377874,0.665,0.764631482,0.0744
